OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,BsmtFinSF1,1stFlrSF,GarageCars,GarageArea,LotArea,YearBuilt,FullBath,LotFrontage,TotRmsAbvGrd,Neighborhood,GarageYrBlt
0.6514792433257054,0.3703334392167798,-0.4593025408311876,1.1618515874685553,0.5754248369676035,-0.7934337933349002,0.31172464418307205,0.35100032086652694,-0.20714170777431132,1.0509937888999856,0.7897405221108432,-0.22937175311444924,0.9122097711603002,-1.2062145255902508,0.2979773087492182
-0.07183611428306244,-0.48251191458524123,0.4664649160883461,-0.7951632272572445,1.171992119373828,0.25714042978945445,0.31172464418307205,-0.060731012615303295,-0.09188637231949037,0.15673371079690998,0.7897405221108432,0.4519361005305317,-0.31868326571034533,1.9543022345753824,0.23626722086557234
0.6514792433257054,0.5150125617367655,-0.3133687545187488,1.1893506246778172,0.09290718208021594,-0.6278260340246571,0.31172464418307205,0.6317262300586839,0.07347997855047012,0.9847523016330911,0.7897405221108432,-0.09311018238545306,-0.31868326571034533,-1.2062145255902508,0.29340619112820737
0.6514792433257054,0.3836591478699364,-0.6873240819443732,0.9372761169262505,-0.49927357619066876,-0.5217335632165325,1.6503069397927341,0.7908042452675729,-0.09689747386100432,-1.8636316508433721,-1.0260408358133,-0.45647437099610955,0.29676325272497744,-1.0398715382131123,0.28654951469669115
1.3747946009344731,1.299325699608267,0.1996797129859189,1.6178772878554806,0.4635684715164364,-0.045611255199583686,1.6503069397927341,1.6984846849888804,0.37514829134961014,0.9516315579996439,0.7897405221108432,0.6336181948358599,1.527656289595623,0.45721534818113513,0.29112063231770197
-0.7951514718918303,-0.2921446481115758,-0.596115465499099,0.5018746944462716,0.632449650727022,-0.9486910676882531,0.31172464418307205,0.03284429044874903,0.3606160968792197,0.7197863525655132,-1.0260408358133,0.679038718412192,-0.934129784145668,-0.20815660132741926,0.2751217206441642
1.3747946009344731,0.33987467658099335,1.4332762504082532,-0.7951632272572445,2.029557587832776,1.3749928051335953,0.31172464418307205,0.7627316543483571,-0.04337890939763529,1.084114532533433,0.7897405221108432,0.22483348264887137,0.29676325272497744,1.4552732724439668,0.3002628675597236
0.6514792433257054,1.0937290518167084,0.11303152736290836,1.45746623746812,0.9109939333211048,-0.14394086229004052,0.31172464418307205,0.05155935106155949,-0.013512744210212127,0.05737147989656824,0.7897405221108432,6.454644616316623e-16,0.29676325272497744,0.29087236080399653,0.22941054443405612
0.6514792433257054,0.49216848975992566,-0.2404018613625294,0.9281097711898298,-0.9730181828073765,-0.3638886676239571,0.31172464418307205,-0.023300891389682367,-0.44065903960886155,-1.3336997527082162,0.7897405221108432,-0.8652590831830981,0.9122097711603002,0.7899013229354124,0.1334170743928292
-0.7951514718918303,-0.8346913575615222,-0.151473460328387,-0.7951632272572445,0.8934478367797453,-0.22156949946671697,-1.02685765142659,-1.2538161266819705,-0.31037039952949874,-1.0687338036406382,-1.0260408358133,-0.9106796067594302,-0.934129784145668,-1.538900500344528,0.15170154487687243
-0.7951514718918303,-0.9051272461567784,-0.03974290518292602,-0.7951632272572445,1.014077250501592,-0.3173114853179513,-1.02685765142659,-0.41631716425870213,0.06846887700895615,-0.20759446917100974,-1.0260408358133,-0.0022691352327889346,-0.934129784145668,1.1225872976896896,0.2111260739500129
2.0981099585432412,1.5391884553650854,0.2680861753198746,1.8218284804908391,1.215857360727227,0.0501307306516506,1.6503069397927341,1.2306081696686189,0.1410296273300782,1.1172352761668802,2.6055218800349866,0.679038718412192,2.7585493264662686,0.6235583355582738,0.302548426370229
-0.7951514718918303,-1.1487973472430701,-0.3316104778078036,-0.7951632272572445,0.6434159610653717,-0.6485270039384374,-1.02685765142659,-0.5660376491611858,0.24566142751688957,-0.3069567000713515,-1.0260408358133,6.454644616316623e-16,-1.5495763025809908,1.1225872976896896,0.20426939751849668
0.6514792433257054,-0.04085985636633749,0.9954748914709368,-0.7951632272572445,-0.9730181828073765,0.8574685572890857,1.6503069397927341,1.7171997456016908,0.013547204113963223,1.1503560198003273,0.7897405221108432,0.9515618598701844,0.29676325272497744,-1.2062145255902508,0.3048339851807344
-0.07183611428306244,-0.4996449685678711,0.4459429773881594,-0.7951632272572445,0.634642912794692,0.23385183863645154,-1.02685765142659,-0.5660376491611858,0.040406708376478015,-0.373198187338246,-1.0260408358133,6.454644616316623e-16,-0.934129784145668,-0.041813613950280666,0.19969827989748587
0.6514792433257054,-1.259210361797796,-0.5140277106983522,-0.7951632272572445,-0.9730181828073765,-0.7986090358133452,0.31172464418307205,0.4820057451562002,-0.44065903960886155,-1.3999412399751108,-1.0260408358133,-0.8652590831830981,-0.934129784145668,-1.538900500344528,0.27055060302315337
-0.07183611428306244,-0.973659462087298,-0.12183065998367285,-0.7951632272572445,0.2946872923058507,-0.410465849929963,0.31172464418307205,0.03284429044874903,0.0725779802729976,-0.04199075100377351,-1.0260408358133,6.454644616316623e-16,-0.934129784145668,-0.041813613950280666,0.2225538680025399
-1.518466829500598,-0.417787043984195,-2.411166932760057,-0.7951632272572445,-0.9730181828073765,0.34511955192302113,0.31172464418307205,0.20127983596404322,0.027478066399372017,-0.14135298190411524,0.7897405221108432,0.0885719119198752,-0.31868326571034533,1.1225872976896896,0.2156971915710237
-0.7951514718918303,-0.7642554689662661,0.12899303524083136,-0.7951632272572445,0.4438291129074069,-0.1258275136154827,0.31172464418307205,0.4820057451562002,0.31852284393050245,1.084114532533433,-1.0260408358133,-0.18395122953811718,-0.31868326571034533,1.288930285066828,0.3002628675597236
-0.7951514718918303,-0.3359291194005189,-0.06482527470537644,-0.7951632272572445,0.1323858992982749,0.45638726520959066,-1.02685765142659,-0.8374060280469375,-0.2963393152132597,-0.4394396746051405,-1.0260408358133,-0.0022691352327889346,-0.31868326571034533,-0.041813613950280666,0.19512716227647509
